doc_id,department,queue_position,patients_ahead,hour_of_day,day_of_week,avg_consultation_time,active_priority_count,historical_delay_factor,no_show_rate,actual_wait_minutes
DOC_113,Dermatology,3,2,15,0,14.0,2,1.41,0.13,103.5
DOC_105,Neurology,5,4,9,2,28.8,0,0.92,0.15,119.3
DOC_102,Cardiology,14,13,8,3,17.5,2,1.21,0.13,309.3
DOC_108,Dermatology,2,1,9,2,12.3,1,1.43,0.17,40.2
DOC_106,Orthopedics,6,5,12,1,15.7,1,0.94,0.11,89.5
DOC_109,Orthopedics,6,5,11,1,18.7,1,1.48,0.09,198.3
DOC_105,Orthopedics,7,6,10,3,21.8,0,1.45,0.19,211.8
DOC_107,Cardiology,9,8,10,1,20.5,1,1.36,0.12,305.1
DOC_102,Orthopedics,10,9,9,0,20.6,1,0.86,0.18,237.2
DOC_103,Cardiology,2,1,11,5,18.4,0,1.31,0.13,25.8
DOC_107,Cardiology,23,22,10,3,18.7,0,1.32,0.07,659.3
DOC_113,Neurology,5,4,8,3,28.3,0,1.4,0.15,144.7
DOC_107,Neurology,14,13,15,2,28.9,1,1.02,0.15,436.3
DOC_109,Neurology,11,10,9,1,20.6,1,0.95,0.15,250.0
DOC_113,Pediatrics,24,23,12,1,17.5,0,1.2,0.16,448.6
DOC_103,Orthopedics,17,16,14,3,16.8,0,1.26,0.19,330.6
DOC_103,Cardiology,12,11,9,0,22.3,0,1.29,0.09,431.0
DOC_104,Cardiology,8,7,8,0,24.2,1,1.13,0.05,252.1
DOC_110,Cardiology,5,4,11,0,16.6,0,1.42,0.12,126.4
DOC_100,Pediatrics,7,6,11,0,15.5,1,1.1,0.16,160.1
DOC_102,Cardiology,9,8,11,3,18.3,0,1.39,0.14,237.7
DOC_114,Cardiology,19,18,11,4,17.0,0,1.35,0.19,463.9
DOC_113,Dermatology,4,3,9,3,13.3,1,0.83,0.14,53.3
DOC_102,Neurology,18,17,11,1,24.0,0,1.19,0.14,570.3
DOC_111,General Medicine,2,1,14,0,19.1,0,1.38,0.1,30.0
DOC_100,General Medicine,17,16,9,4,14.0,0,1.17,0.06,310.9
DOC_110,Dermatology,17,16,14,1,11.4,1,1.2,0.08,243.2
DOC_105,Neurology,16,15,11,4,25.5,0,1.17,0.19,504.8
DOC_102,Cardiology,2,1,17,5,21.6,1,0.96,0.06,45.9
DOC_109,Dermatology,12,11,15,5,11.0,0,1.07,0.07,141.1
DOC_110,General Medicine,18,17,9,1,17.0,1,1.16,0.1,420.7
DOC_114,Pediatrics,6,5,8,1,15.2,0,1.07,0.15,68.3
DOC_102,Cardiology,16,15,9,2,20.1,0,0.85,0.19,286.5
DOC_102,Pediatrics,15,14,10,1,12.9,0,0.91,0.09,194.0
DOC_108,General Medicine,2,1,15,0,12.4,0,0.93,0.12,18.0
DOC_109,Dermatology,10,9,8,5,12.2,0,1.05,0.07,108.5
DOC_101,Orthopedics,18,17,15,5,20.8,0,1.43,0.17,508.6
DOC_109,Pediatrics,19,18,15,2,12.7,0,0.84,0.08,196.6
DOC_100,Neurology,21,20,8,2,24.8,2,1.25,0.11,661.3
DOC_103,Dermatology,15,14,14,2,12.6,0,1.2,0.14,219.2
DOC_112,General Medicine,13,12,14,1,20.1,0,0.87,0.11,214.3
DOC_102,Orthopedics,21,20,10,5,16.1,0,1.37,0.18,501.5
DOC_112,Dermatology,24,23,9,4,11.4,1,1.48,0.17,466.7
DOC_100,Orthopedics,12,11,15,5,17.5,0,1.27,0.16,247.3
DOC_110,Cardiology,12,11,12,3,12.8,0,1.39,0.1,188.5
DOC_113,Dermatology,14,13,10,5,12.4,0,0.92,0.11,172.5
DOC_103,Neurology,22,21,11,0,26.2,1,1.39,0.1,1101.7
DOC_106,General Medicine,16,15,15,4,11.3,0,0.97,0.06,175.1
DOC_113,Dermatology,3,2,14,0,17.4,0,0.93,0.17,40.5
DOC_106,Orthopedics,3,2,15,3,14.3,0,0.97,0.05,24.5
DOC_108,Pediatrics,21,20,8,4,15.1,0,1.05,0.16,286.9
DOC_105,Dermatology,13,12,8,3,13.4,3,1.07,0.07,220.1
DOC_108,Pediatrics,13,12,10,3,17.3,2,1.5,0.07,445.5
DOC_114,Dermatology,11,10,12,5,13.8,2,0.85,0.15,130.1
DOC_100,Neurology,8,7,15,0,24.8,2,1.14,0.12,312.5
DOC_101,Cardiology,16,15,8,3,26.5,0,1.24,0.12,457.2
DOC_114,Orthopedics,10,9,9,0,13.8,0,0.81,0.2,128.0
DOC_104,Pediatrics,20,19,10,3,14.5,0,0.82,0.14,262.7
DOC_110,Orthopedics,1,0,9,3,18.0,0,1.02,0.18,0.7
DOC_114,Neurology,9,8,9,4,24.6,0,1.3,0.19,282.5
DOC_101,Orthopedics,24,23,10,0,18.2,0,1.29,0.07,744.2
DOC_112,General Medicine,19,18,10,5,19.5,1,0.85,0.12,374.2
DOC_101,Orthopedics,8,7,12,5,19.0,1,1.41,0.14,205.9
DOC_106,Cardiology,20,19,8,0,21.1,1,1.33,0.08,624.1
DOC_112,General Medicine,1,0,9,4,19.0,1,0.99,0.17,29.1
DOC_110,Neurology,5,4,14,5,19.2,0,1.24,0.15,95.5
DOC_108,Orthopedics,14,13,9,4,15.1,0,1.42,0.11,330.4
DOC_110,Pediatrics,14,13,14,3,14.8,0,1.03,0.2,193.0
DOC_112,General Medicine,3,2,11,0,14.5,0,0.98,0.19,30.0
DOC_110,Cardiology,16,15,14,3,22.4,0,1.34,0.19,451.0
DOC_101,Orthopedics,10,9,8,0,15.1,2,0.93,0.09,174.8
DOC_106,Orthopedics,24,23,15,4,21.8,0,0.9,0.14,459.9
DOC_110,General Medicine,15,14,16,5,15.9,0,1.18,0.2,236.9
DOC_111,General Medicine,16,15,8,3,14.7,0,1.42,0.11,298.0
DOC_108,Orthopedics,15,14,16,5,15.4,2,0.88,0.13,210.3
DOC_110,General Medicine,15,14,9,3,15.4,1,1.44,0.09,401.3
DOC_105,Orthopedics,4,3,17,1,19.7,1,1.11,0.09,81.1
DOC_105,Cardiology,14,13,10,1,18.7,0,1.47,0.15,408.9
DOC_106,Pediatrics,21,20,8,0,18.1,3,1.26,0.06,598.6
DOC_112,Orthopedics,9,8,11,0,18.2,2,1.46,0.13,377.2
DOC_111,General Medicine,1,0,11,1,15.2,3,0.91,0.12,61.5
DOC_112,Pediatrics,14,13,9,0,12.3,0,0.85,0.09,187.8
DOC_110,Cardiology,5,4,16,0,12.5,0,1.05,0.06,56.8
DOC_112,Neurology,24,23,16,5,22.2,0,1.23,0.11,594.4
DOC_114,Neurology,12,11,11,0,26.8,0,0.84,0.06,348.0
DOC_104,Pediatrics,22,21,12,0,15.1,0,0.99,0.12,335.3
DOC_105,General Medicine,5,4,12,2,15.9,0,1.18,0.08,72.5
DOC_103,Orthopedics,24,23,9,3,18.9,0,1.39,0.12,709.1
DOC_105,General Medicine,16,15,15,1,23.1,0,1.01,0.11,363.0
DOC_112,Cardiology,20,19,9,0,17.8,0,1.15,0.17,509.8
DOC_112,Pediatrics,1,0,15,2,11.7,0,1.1,0.15,4.2
DOC_112,Neurology,21,20,8,2,29.1,0,0.81,0.15,443.3
DOC_108,Pediatrics,22,21,10,4,11.9,0,1.16,0.12,341.9
DOC_107,Cardiology,23,22,10,0,15.6,1,1.14,0.13,561.8
DOC_103,Orthopedics,5,4,9,3,15.3,0,1.13,0.11,83.9
DOC_100,Dermatology,24,23,14,0,15.2,0,0.94,0.08,394.7
DOC_111,Cardiology,1,0,8,4,19.5,0,0.85,0.07,0.8
DOC_110,Cardiology,21,20,14,3,23.8,0,0.88,0.13,427.4
DOC_108,Pediatrics,9,8,8,3,17.0,3,1.47,0.1,270.9
DOC_113,Cardiology,14,13,15,0,21.0,0,1.39,0.15,447.8
DOC_105,Cardiology,16,15,8,5,17.0,0,1.4,0.07,340.1
DOC_108,General Medicine,2,1,14,2,9.0,0,1.08,0.15,7.5
DOC_100,General Medicine,18,17,9,4,12.3,0,1.4,0.08,353.1
DOC_107,Dermatology,5,4,14,1,13.5,2,1.09,0.1,98.8
DOC_109,Cardiology,20,19,11,0,20.8,1,0.84,0.11,476.7
DOC_108,Pediatrics,14,13,14,1,20.0,0,1.18,0.15,313.7
DOC_106,General Medicine,11,10,10,4,14.1,1,1.05,0.11,194.8
DOC_108,Cardiology,10,9,16,0,20.4,1,0.98,0.17,215.9
DOC_102,Orthopedics,8,7,11,4,18.1,0,0.93,0.13,147.4
DOC_105,Pediatrics,23,22,10,2,10.7,2,0.84,0.17,256.4
DOC_105,Pediatrics,14,13,14,5,17.1,0,1.45,0.12,325.8
DOC_110,Dermatology,22,21,8,0,9.7,1,1.14,0.11,271.8
DOC_101,General Medicine,6,5,16,4,12.6,1,1.43,0.07,107.8
DOC_102,Neurology,21,20,10,1,22.0,1,1.39,0.17,745.3
DOC_114,Neurology,21,20,9,0,26.3,1,1.13,0.06,882.3
DOC_112,Dermatology,5,4,8,2,15.3,0,1.16,0.15,65.0
DOC_111,Cardiology,7,6,11,4,22.7,0,1.03,0.2,157.4
DOC_113,Orthopedics,13,12,9,2,17.7,0,1.12,0.1,281.5
DOC_101,General Medicine,23,22,9,0,16.5,0,1.21,0.06,609.3
DOC_104,Orthopedics,4,3,9,4,20.5,0,1.39,0.16,101.2
DOC_114,General Medicine,6,5,9,4,11.8,0,1.41,0.1,94.8
DOC_112,General Medicine,10,9,14,4,15.0,0,0.99,0.19,134.2
DOC_102,Dermatology,7,6,9,2,10.9,0,1.01,0.18,83.5
DOC_109,Dermatology,4,3,11,0,11.0,0,1.09,0.15,49.7
DOC_103,Cardiology,14,13,12,3,22.2,0,0.8,0.12,221.5
DOC_114,Cardiology,14,13,10,4,19.7,0,1.29,0.07,397.3
DOC_112,General Medicine,1,0,8,5,14.6,0,1.45,0.06,0.0
DOC_106,Orthopedics,8,7,9,2,17.0,0,1.37,0.06,204.1
DOC_105,General Medicine,16,15,12,1,13.2,1,1.49,0.11,302.2
DOC_101,Cardiology,6,5,9,4,24.0,0,1.47,0.14,204.3
DOC_101,Dermatology,7,6,12,5,14.1,0,0.87,0.16,68.1
DOC_113,Neurology,16,15,16,2,22.0,0,1.04,0.17,316.9
DOC_102,General Medicine,8,7,10,3,8.0,0,1.46,0.12,100.1
DOC_102,Neurology,1,0,10,2,29.0,2,0.94,0.07,86.1
DOC_105,Cardiology,16,15,14,4,17.7,3,1.02,0.07,352.9
DOC_104,Dermatology,3,2,9,0,12.1,0,1.14,0.12,31.5
DOC_114,General Medicine,7,6,15,2,20.4,0,1.47,0.13,189.4
DOC_106,Pediatrics,12,11,16,4,18.4,0,1.07,0.11,205.3
DOC_103,Pediatrics,3,2,11,5,21.2,1,1.13,0.11,92.3
DOC_102,Pediatrics,24,23,15,2,13.1,1,0.82,0.19,260.9
DOC_108,Neurology,8,7,11,4,21.2,0,1.09,0.08,196.7
DOC_108,Orthopedics,12,11,9,1,13.6,3,1.01,0.14,238.5
DOC_110,Cardiology,15,14,11,1,23.1,0,0.96,0.11,361.2
DOC_105,Neurology,24,23,15,4,23.8,1,0.95,0.11,570.0
DOC_114,General Medicine,9,8,9,2,11.7,0,1.14,0.18,120.3
DOC_112,Neurology,20,19,10,0,19.9,0,0.99,0.17,492.1
DOC_111,Cardiology,15,14,14,5,18.6,1,1.1,0.15,321.8
DOC_100,Cardiology,11,10,12,5,17.7,0,1.3,0.08,222.2
DOC_103,Orthopedics,18,17,15,0,21.1,0,1.31,0.1,559.7
DOC_111,Neurology,13,12,11,5,22.1,1,0.83,0.13,283.1
DOC_105,Cardiology,24,23,9,5,18.6,3,1.35,0.15,774.8
DOC_101,Dermatology,6,5,11,1,15.0,1,1.5,0.09,169.0
DOC_113,Dermatology,4,3,15,3,9.7,0,0.99,0.05,29.5
DOC_109,Orthopedics,11,10,15,0,14.9,2,1.33,0.16,289.8
DOC_114,Neurology,8,7,10,1,23.2,0,1.39,0.09,267.3
DOC_107,General Medicine,21,20,9,1,16.2,0,1.47,0.14,550.9
DOC_102,Dermatology,18,17,12,4,15.1,3,0.87,0.11,252.7
DOC_103,Dermatology,2,1,15,3,14.6,1,1.08,0.13,32.4
DOC_106,Pediatrics,12,11,15,1,13.1,0,1.04,0.14,156.3
DOC_108,Dermatology,20,19,9,5,9.6,0,1.23,0.11,267.4
DOC_108,General Medicine,6,5,10,3,12.8,0,1.12,0.19,84.2
DOC_109,Orthopedics,15,14,9,0,15.2,1,0.9,0.07,287.9
DOC_108,Cardiology,13,12,14,2,20.1,0,0.96,0.12,239.7
DOC_111,Dermatology,17,16,15,3,12.0,0,1.1,0.11,218.3
DOC_109,Pediatrics,22,21,11,3,17.7,0,1.06,0.12,464.7
DOC_106,Orthopedics,4,3,15,3,16.9,0,1.47,0.16,73.8
DOC_109,Dermatology,20,19,11,5,10.1,0,1.02,0.19,216.8
DOC_109,General Medicine,20,19,14,1,13.5,1,1.07,0.19,292.6
DOC_111,Pediatrics,2,1,12,1,14.9,0,1.01,0.2,8.6
DOC_100,Neurology,7,6,10,2,20.2,0,1.17,0.09,167.0
DOC_104,General Medicine,13,12,9,0,16.0,1,0.96,0.17,265.0
DOC_101,Neurology,22,21,8,3,24.8,0,1.28,0.11,631.0
DOC_109,General Medicine,6,5,11,4,17.9,0,1.01,0.19,107.0
DOC_114,Cardiology,4,3,9,2,22.3,0,1.3,0.11,98.7
DOC_110,Neurology,9,8,16,5,24.4,0,0.84,0.15,148.1
DOC_102,General Medicine,18,17,9,2,16.6,0,1.25,0.09,419.3
DOC_107,Cardiology,10,9,8,5,18.7,0,1.03,0.08,164.3
DOC_100,Neurology,24,23,11,5,28.4,0,1.45,0.07,1138.4
DOC_109,General Medicine,1,0,8,1,13.9,1,1.37,0.2,27.1
DOC_104,General Medicine,20,19,9,2,8.8,0,1.01,0.16,197.7
DOC_109,General Medicine,3,2,11,2,14.1,0,1.21,0.13,42.5
DOC_114,General Medicine,21,20,14,4,9.0,0,0.83,0.05,161.3
DOC_101,Pediatrics,22,21,12,2,18.7,0,1.21,0.19,433.1
DOC_103,Dermatology,20,19,9,1,13.9,0,0.93,0.07,299.4
DOC_107,General Medicine,16,15,14,3,11.3,0,0.88,0.06,164.1
DOC_109,General Medicine,19,18,8,0,20.1,0,0.82,0.1,324.6
DOC_108,Orthopedics,11,10,9,4,20.7,0,0.85,0.13,199.6
DOC_109,Dermatology,5,4,11,3,10.7,1,1.23,0.15,80.5
DOC_101,Pediatrics,9,8,11,5,16.5,0,0.83,0.08,133.4
DOC_105,Orthopedics,3,2,12,2,15.3,0,0.82,0.14,17.0
DOC_109,Dermatology,12,11,8,3,14.2,0,1.29,0.08,192.0
DOC_113,General Medicine,6,5,10,4,14.7,0,1.35,0.12,120.5
DOC_107,Orthopedics,11,10,9,4,21.2,0,1.13,0.2,263.9
DOC_114,Neurology,12,11,10,2,24.9,1,1.14,0.16,398.1
DOC_105,Orthopedics,6,5,11,0,18.8,1,0.89,0.09,136.2
DOC_105,General Medicine,6,5,16,0,19.8,0,0.88,0.07,97.0
DOC_103,Neurology,18,17,10,1,27.4,0,1.15,0.07,654.2
DOC_102,Pediatrics,23,22,15,5,17.6,0,1.27,0.16,491.6
DOC_112,Cardiology,13,12,8,2,21.8,1,0.92,0.06,256.4
DOC_103,Neurology,16,15,16,4,21.0,0,1.39,0.18,395.5
DOC_113,General Medicine,6,5,11,3,15.2,3,1.05,0.12,156.9
DOC_111,Pediatrics,3,2,10,3,19.5,0,0.96,0.05,47.1
DOC_110,Pediatrics,5,4,8,0,12.9,0,1.3,0.06,73.6
DOC_108,Dermatology,20,19,10,5,11.1,1,0.84,0.13,214.9
DOC_109,General Medicine,14,13,15,5,10.4,0,0.99,0.18,136.0
DOC_100,Orthopedics,24,23,14,1,20.0,0,1.47,0.1,706.3
DOC_106,General Medicine,23,22,12,4,14.2,0,1.11,0.13,325.9
DOC_102,Neurology,22,21,12,4,25.8,0,1.07,0.12,546.6
DOC_111,Cardiology,12,11,9,4,14.7,0,1.45,0.06,281.6
DOC_112,Cardiology,1,0,17,3,22.1,0,0.9,0.05,0.0
DOC_102,Dermatology,16,15,17,4,18.4,0,1.35,0.07,363.3
DOC_111,Neurology,7,6,12,4,24.6,0,1.09,0.12,154.7
DOC_102,Dermatology,12,11,10,4,8.9,0,0.88,0.12,99.7
DOC_107,Cardiology,21,20,12,4,12.9,0,1.08,0.14,261.4
DOC_109,Dermatology,24,23,14,5,15.1,1,1.26,0.11,478.7
DOC_105,Dermatology,12,11,16,4,13.3,0,1.25,0.11,174.2
DOC_113,Pediatrics,4,3,14,4,13.6,0,1.09,0.19,45.0
DOC_108,Dermatology,10,9,11,4,20.8,0,0.99,0.11,215.3
DOC_105,Neurology,3,2,17,5,22.0,0,0.92,0.1,35.2
DOC_103,Dermatology,9,8,9,0,14.7,1,0.9,0.17,158.4
DOC_108,General Medicine,3,2,14,4,9.3,1,1.18,0.13,37.8
DOC_108,Cardiology,21,20,14,5,26.4,0,1.12,0.11,615.7
DOC_114,Orthopedics,20,19,10,4,20.2,0,1.2,0.19,516.5
DOC_113,Neurology,20,19,15,4,28.6,0,0.98,0.11,553.6
DOC_105,Pediatrics,11,10,11,2,10.1,0,1.22,0.14,140.8
DOC_110,General Medicine,9,8,11,1,18.8,0,1.45,0.14,245.7
DOC_109,Dermatology,12,11,11,1,15.6,0,1.11,0.13,225.0
DOC_106,Pediatrics,21,20,11,5,9.1,0,1.29,0.08,276.6
DOC_106,Pediatrics,2,1,8,1,15.0,0,0.9,0.11,8.8
DOC_106,Dermatology,18,17,11,3,11.2,0,1.02,0.14,229.0
DOC_100,Dermatology,9,8,15,5,8.6,0,0.98,0.13,61.2
DOC_110,Neurology,2,1,11,1,25.5,0,1.1,0.18,30.9
DOC_107,Cardiology,12,11,10,3,23.5,1,1.24,0.15,416.2
DOC_107,Pediatrics,8,7,14,3,12.5,0,1.49,0.11,133.6
DOC_108,Orthopedics,3,2,10,5,18.5,0,1.31,0.05,56.2
DOC_108,Dermatology,15,14,14,3,11.6,0,0.98,0.08,173.7
DOC_110,Neurology,24,23,14,5,23.8,0,0.81,0.15,453.0
DOC_111,Cardiology,21,20,14,4,21.6,0,1.18,0.19,502.2
DOC_114,Orthopedics,23,22,14,1,11.7,0,0.99,0.17,261.2
DOC_114,Pediatrics,21,20,12,2,13.3,0,0.81,0.07,211.4
DOC_114,General Medicine,16,15,8,5,14.0,0,1.05,0.1,206.7
DOC_107,Pediatrics,19,18,11,5,8.0,0,1.49,0.15,248.3
DOC_107,Dermatology,8,7,9,4,16.3,0,0.86,0.06,117.4
DOC_111,Cardiology,15,14,10,2,18.5,0,1.24,0.1,380.5
DOC_107,Neurology,13,12,11,0,24.3,0,0.84,0.15,322.0
DOC_105,Neurology,23,22,10,5,27.0,1,1.05,0.09,789.2
DOC_103,Neurology,10,9,12,0,24.4,0,0.84,0.13,197.5
DOC_112,Cardiology,14,13,17,4,19.4,0,1.2,0.14,288.3
DOC_106,Orthopedics,22,21,15,2,18.9,0,1.09,0.13,445.9
DOC_112,General Medicine,13,12,9,1,17.0,0,1.45,0.07,356.0
DOC_110,Pediatrics,24,23,14,3,8.8,0,1.08,0.08,233.2
DOC_113,Pediatrics,12,11,8,0,16.0,0,0.84,0.19,152.8
DOC_104,Dermatology,4,3,14,2,14.1,0,1.41,0.15,59.9
DOC_111,Cardiology,23,22,14,5,19.3,1,0.81,0.17,362.0
DOC_100,Cardiology,13,12,11,0,20.2,0,1.23,0.17,393.3
DOC_105,Orthopedics,6,5,15,5,22.9,3,1.08,0.08,230.2
DOC_101,Neurology,20,19,8,4,28.1,0,1.06,0.16,526.3
DOC_103,Dermatology,23,22,10,2,11.0,1,1.45,0.09,439.3
DOC_103,Cardiology,24,23,14,5,22.4,0,1.03,0.15,538.0
DOC_104,Pediatrics,15,14,11,0,18.4,0,1.47,0.17,495.8
DOC_100,General Medicine,22,21,8,0,10.9,0,1.23,0.11,306.4
DOC_112,Dermatology,22,21,12,3,13.6,0,1.33,0.17,344.5
DOC_109,Orthopedics,14,13,15,1,13.3,0,1.12,0.15,201.9
DOC_112,Dermatology,12,11,16,4,8.0,3,0.88,0.19,93.6
DOC_104,Pediatrics,15,14,12,0,20.3,0,1.08,0.07,341.3
DOC_104,Cardiology,19,18,8,4,17.4,0,1.34,0.14,385.4
DOC_113,Neurology,19,18,15,3,28.1,0,1.16,0.11,605.9
DOC_103,Neurology,7,6,10,1,22.3,0,1.19,0.05,192.9
DOC_109,General Medicine,22,21,14,1,19.0,3,0.9,0.11,431.6
DOC_101,Pediatrics,22,21,10,5,20.4,0,1.49,0.19,718.9
DOC_106,Orthopedics,23,22,10,4,17.8,1,0.96,0.08,475.0
DOC_106,Orthopedics,16,15,9,5,16.4,0,1.15,0.05,349.5
DOC_108,Pediatrics,11,10,11,1,15.3,1,1.33,0.16,257.2
DOC_108,General Medicine,18,17,14,1,13.8,1,1.24,0.18,305.6
DOC_111,Orthopedics,18,17,9,1,14.4,1,1.16,0.18,354.0
DOC_111,Cardiology,3,2,9,5,23.6,0,1.45,0.17,71.7
DOC_105,General Medicine,18,17,11,2,9.8,0,1.24,0.13,241.3
DOC_111,Orthopedics,15,14,15,5,20.2,0,1.42,0.19,407.0
DOC_105,General Medicine,24,23,16,0,16.9,0,1.32,0.13,557.4
DOC_103,Pediatrics,23,22,10,4,15.8,0,1.46,0.13,598.3
DOC_109,General Medicine,9,8,8,1,11.6,0,1.18,0.12,109.4
DOC_109,Dermatology,11,10,12,4,8.1,0,0.97,0.13,73.4
DOC_105,Pediatrics,17,16,16,4,14.4,0,1.17,0.1,257.9
DOC_112,General Medicine,24,23,8,2,13.7,0,1.22,0.13,353.7
DOC_114,Orthopedics,24,23,14,5,16.8,3,0.96,0.1,447.4
DOC_100,Cardiology,20,19,15,0,19.7,1,0.87,0.16,408.4
DOC_103,Orthopedics,15,14,10,5,10.1,1,1.16,0.11,211.2
DOC_113,Pediatrics,3,2,11,4,16.3,0,1.36,0.05,54.8
DOC_102,Orthopedics,19,18,9,5,19.3,0,0.87,0.14,344.3
DOC_100,General Medicine,19,18,11,2,16.4,1,1.07,0.16,387.5
DOC_109,Orthopedics,11,10,9,3,23.1,0,1.15,0.15,306.0
DOC_101,General Medicine,21,20,9,3,15.1,0,0.99,0.13,353.8
DOC_110,Dermatology,15,14,14,1,8.0,0,0.92,0.17,106.2
DOC_105,Dermatology,3,2,10,0,13.4,0,1.01,0.09,26.5
DOC_109,Neurology,7,6,12,5,27.1,1,1.04,0.09,190.1
DOC_107,Cardiology,16,15,14,1,21.9,1,1.25,0.14,454.3
DOC_107,Pediatrics,13,12,11,1,18.7,0,1.11,0.15,289.8
DOC_104,General Medicine,12,11,8,3,15.1,1,0.98,0.1,170.4
DOC_107,General Medicine,2,1,14,0,16.6,0,0.99,0.1,17.4
DOC_110,Cardiology,21,20,11,0,22.6,2,1.05,0.09,722.8
DOC_110,Neurology,3,2,9,0,25.9,3,1.39,0.08,277.9
DOC_105,Cardiology,5,4,9,3,25.2,3,1.02,0.12,230.0
DOC_103,General Medicine,3,2,8,2,14.8,0,1.42,0.1,43.5
DOC_105,Orthopedics,23,22,9,3,17.1,1,1.16,0.14,533.0
DOC_105,Pediatrics,19,18,11,4,15.6,0,1.0,0.13,335.1
DOC_114,Pediatrics,16,15,12,1,16.7,0,1.41,0.06,344.7
DOC_109,Dermatology,18,17,8,0,9.7,0,1.49,0.16,265.8
DOC_106,Pediatrics,18,17,11,4,16.6,0,1.3,0.06,448.5
DOC_107,Neurology,22,21,11,2,27.9,0,1.01,0.13,688.9
DOC_100,Pediatrics,23,22,11,0,14.2,1,0.84,0.06,385.2
DOC_106,General Medicine,2,1,9,5,15.8,1,0.81,0.08,36.5
DOC_101,Cardiology,5,4,15,2,18.0,1,1.0,0.09,98.7
DOC_112,Neurology,22,21,9,5,22.3,0,1.3,0.06,740.8
DOC_113,Dermatology,18,17,10,3,12.1,1,1.42,0.09,372.8
DOC_110,Dermatology,21,20,10,0,12.6,0,1.28,0.05,450.2
DOC_100,Dermatology,9,8,14,4,16.1,2,1.16,0.1,203.2
DOC_105,General Medicine,23,22,10,2,17.1,1,1.49,0.18,675.5
DOC_108,Pediatrics,13,12,14,5,17.5,0,0.8,0.08,172.1
DOC_104,Dermatology,5,4,9,3,10.2,0,1.12,0.12,53.7
DOC_101,Orthopedics,16,15,17,0,23.2,0,1.12,0.06,435.2
DOC_101,Cardiology,11,10,11,1,17.6,0,1.24,0.08,260.1
DOC_109,General Medicine,20,19,10,3,15.7,2,1.38,0.09,559.9
DOC_109,Dermatology,2,1,17,0,13.2,1,1.47,0.07,47.1
DOC_112,Orthopedics,9,8,8,2,22.9,0,0.95,0.09,169.7
DOC_111,Dermatology,10,9,15,2,8.0,0,1.46,0.16,100.1
DOC_113,Neurology,10,9,9,1,28.2,0,1.21,0.17,352.9
DOC_107,Cardiology,12,11,8,1,21.0,1,1.15,0.17,277.6
DOC_101,Cardiology,22,21,14,0,19.6,0,0.91,0.19,427.0
DOC_105,Orthopedics,22,21,14,4,16.9,0,0.89,0.16,315.4
DOC_100,Neurology,21,20,10,2,22.8,0,0.81,0.17,417.6
DOC_112,Neurology,5,4,15,3,25.4,0,0.94,0.16,95.4
DOC_100,General Medicine,11,10,17,1,16.1,1,1.28,0.19,209.4
DOC_108,Dermatology,16,15,15,4,9.7,0,1.03,0.14,153.0
DOC_105,Cardiology,19,18,15,1,19.6,0,1.27,0.09,468.9
DOC_102,General Medicine,24,23,9,1,13.9,0,1.16,0.07,447.2
DOC_106,Orthopedics,21,20,11,0,25.3,0,0.97,0.08,680.3
DOC_104,Pediatrics,7,6,12,1,17.4,0,1.08,0.18,101.7
DOC_102,Cardiology,10,9,8,2,17.2,0,1.07,0.14,154.9
DOC_105,General Medicine,22,21,10,1,18.2,2,0.85,0.13,428.9
DOC_101,General Medicine,18,17,10,2,15.7,0,0.99,0.07,323.3
DOC_102,General Medicine,3,2,15,3,18.3,1,1.17,0.17,67.6
DOC_100,General Medicine,14,13,9,5,21.2,2,1.41,0.12,542.8
DOC_113,Pediatrics,8,7,9,1,16.9,0,0.95,0.09,130.0
DOC_103,Cardiology,10,9,14,4,22.8,0,0.91,0.1,197.8
DOC_107,Cardiology,4,3,9,2,16.9,1,1.02,0.18,84.3
DOC_102,Pediatrics,9,8,10,5,15.2,1,1.1,0.12,187.4
DOC_114,Cardiology,22,21,12,4,21.4,2,1.39,0.15,649.7
DOC_101,Orthopedics,6,5,9,1,19.2,0,0.85,0.15,99.3
DOC_104,Cardiology,11,10,9,5,23.8,1,0.99,0.12,313.7
DOC_100,Orthopedics,24,23,14,1,15.6,0,1.5,0.11,557.4
DOC_110,Dermatology,20,19,16,3,8.1,0,1.26,0.15,173.7
DOC_107,Cardiology,13,12,11,3,19.0,0,1.45,0.15,382.3
DOC_114,Orthopedics,14,13,10,0,17.0,1,1.32,0.14,426.1
DOC_103,Pediatrics,14,13,8,2,12.0,0,1.41,0.16,202.7
DOC_108,Orthopedics,15,14,12,1,12.6,1,1.13,0.2,195.8
DOC_112,Dermatology,16,15,10,1,12.6,0,1.43,0.07,329.4
DOC_109,Neurology,22,21,9,2,24.1,1,1.09,0.17,670.3
DOC_114,Dermatology,9,8,10,2,13.7,0,0.83,0.19,104.8
DOC_109,General Medicine,15,14,11,5,17.2,0,1.04,0.07,303.8
DOC_104,General Medicine,6,5,14,5,17.7,1,1.25,0.1,136.5
DOC_106,General Medicine,18,17,14,5,17.9,0,1.22,0.06,393.4
DOC_108,Dermatology,2,1,11,1,16.3,0,1.48,0.08,26.1
DOC_102,General Medicine,16,15,10,4,15.4,0,1.49,0.17,394.2
DOC_101,Dermatology,9,8,9,0,12.9,0,0.82,0.11,113.1
